USM_check_point_values,USM_check_point_reach_time,CSM_check_point_values,CSM_check_point_reach_time,Rand_check_point_values,Rand_check_point_reach_time
2.1864624775093144,0.0006557499999966937,4.869625007982888,0.001369125000039162,1.3122004482405056,1.63749999586571e-05
1.3485543133892197,0.19657999999999565,5.481195672512392,0.4318763125000231,1.3565448049526703,0.0682678125000109
1.7483229637500561,0.4269813750000024,6.080695537051133,0.785700999999996,1.520736301360946,0.13542593750001686
1.349126326475073,0.6449323749999947,6.001185543422652,1.1330438125000342,1.3515154264590867,0.20151706250000245
2.289999780981705,0.8997985624999958,6.384935630392362,1.5450457500000283,1.3923231871958897,0.2668123124999937
0.4611705762527089,1.1284945625000016,6.46079252379553,2.1164465000000376,1.6819066473664144,0.33373825000002455
2.1535970513208613,1.408833124999995,7.270598275787319,2.7388710625000456,1.519870635349207,0.3957301874999928
1.754232256709798,1.6405869375000024,7.652273019638778,3.2756427500000385,1.5108636822362966,0.4580358749999931
1.9320315252111377,1.9121128125000113,7.904478897276958,3.854852187500015,1.46866844641922,0.5201910624999755
0.9324356758916382,2.199933249999999,7.884703320633201,4.507014125000019,1.5726828613691881,0.5824871874999928
2.6121299562649924,2.5794706250000043,8.186475263367413,5.215115625000045,1.4584434432291709,0.6456553125000113
2.6860119957406337,2.9556356250000047,8.172213087835978,5.914927625000047,1.233641573351552,0.7068378750000051
3.2474268020191346,3.4212130000000007,8.208605175444708,6.689338437500034,1.5132239456253098,0.7702983749999675
3.3472005504706104,3.9791271250000038,8.516062168339435,7.527320062500046,1.5242462075070575,0.833371249999999
2.3706758549093037,4.656394624999997,8.63933119807755,8.448397187500042,1.4193341308785286,0.8972646874999697
3.745685002160817,5.466910750000003,8.698550979108415,9.445621625000022,1.3550759355171493,0.9617944374999894
3.4969101149934882,6.364472437499996,8.546275321633953,10.52601606250002,1.4854880799052252,1.0271959375000108
3.5444828873260885,7.3531984375,8.345083492198595,11.78035587500002,1.5067413708631041,1.0904420625000029
3.1742711556887557,8.370168687500003,8.084581513575786,13.08807925,1.449216294676677,1.153784750000014
2.6935122511813048,9.520915312499998,7.984882855271846,14.546387562500023,1.3537662074090173,1.2160626874999991
3.8138324672652186,10.753118375000003,7.707026348760669,16.08060887500003,1.566233650989822,1.2779063124999936
2.906813679328877,12.013310750000008,7.531832948223346,17.70899450000003,1.2937835547618535,1.3383011874999937
3.5344176907807494,13.417203875000002,7.313238895156145,19.37695962500002,1.42891178660498,1.4050236250000125
3.6051527840240087,14.816421687499986,7.611275060245726,21.09600862500004,1.5178211078559618,1.470037875000017
3.892395873148691,16.32574137500001,7.65245870376829,22.814175500000005,1.353837217387536,1.5338832500000024
3.9629995356184162,17.87782050000001,7.527701806345372,24.552241937500014,1.5203139648436002,1.596996625000017
3.813355225543633,19.491708624999994,7.379911652052697,26.36089268750002,1.354538909381775,1.6567001250000146
3.530719529868814,21.2144719375,7.184057118260681,28.22075706250004,1.5130065702275182,1.7191628125000022
3.8036225822675402,23.085895124999993,7.019152116521588,30.12290206250003,1.373551705056943,1.781714437500014
4.178662409638714,24.998324750000002,7.552062331646255,32.041989562500014,1.3173252111283111,1.8446221250000008
4.2380569656230955,27.02378125000001,7.480423706845337,33.95282868750002,1.4194382006319188,1.9083396250000106
3.8647040565331476,29.08464575,7.466938682592508,35.94106306250003,1.5253772082024601,1.972739875000002
3.8738379991094556,31.297486249999995,7.494379381177922,37.87546581250001,1.5038654992915668,2.035403875
3.9519869922582322,33.562348875,7.595519461654908,39.88799250000002,1.5500045828898614,2.0968873124999874
3.954246192924022,35.87114412499999,7.568147309158478,41.872106812500064,1.495064304928589,2.157940499999981
3.909636139387134,38.3423635,7.429563008119542,43.884640999999995,1.2852240497698357,2.2187767499999893
3.639755511306291,40.886992937500004,7.562010021061428,45.950717375000025,1.4930853700886437,2.2803919999999778
3.8126075679748275,43.490904,7.183894475348113,48.05656775000002,1.4094111017601656,2.3453978750000317
3.97397843639098,46.20492356249999,7.257782082904114,50.25791318749999,1.4335955817070958,2.4106666250000046
3.947704422966722,49.04284037499998,6.89003514159308,52.54530237500003,1.5336987508330253,2.473941124999996
3.544223833538841,51.86408131249999,7.018272524073105,54.87701650000001,1.5238232466221018,2.5349132500000024
3.6689818704576775,54.8241166875,7.142597491921829,57.17736181250004,1.27208234020212,2.5982344374999826
3.4100751021652833,58.187969875,6.872876123298892,59.4736229375,1.458976132528012,2.6593048124999825
3.5640402352209266,60.566321625,6.751483879981022,61.19625262500003,1.3436056597988244,2.7209859374999894
