USM_check_point_values,USM_check_point_reach_time,CSM_check_point_values,CSM_check_point_reach_time,Rand_check_point_values,Rand_check_point_reach_time
3.910961482391807,0.0008130624999897612,7.193485931239122,0.0014700624999761658,2.8500864876247074,1.7500000069503585e-05
6.006568128765435,0.5967867499999921,9.327009831791843,2.156725812499957,3.007393540216795,0.2547135625001147
4.557010536930756,1.530163812499986,10.173635951237634,3.8248899374999894,2.915771565864722,0.5151773750000359
5.041143472248101,2.2962140624999896,9.665788130698916,5.120974000000004,3.0464019707581036,0.7775729375000822
4.496400402205977,2.9447157499999914,10.133161054709484,6.671680937499971,3.06426683388732,1.0304669375001367
4.384908442231727,3.5526437499999908,9.917255909286492,8.869848374999968,2.932868222959502,1.2829491875000372
4.108557932509618,4.214344124999991,9.273411618945456,12.38136193750001,2.7883061646734877,1.5410435625000787
4.978104531636571,4.777380249999988,8.563292180273386,15.60907606250003,2.91603831778277,1.8041615000001059
4.741066370276718,5.274296937499997,8.614806343091871,19.547427187499956,2.88303611601347,2.0592069375000506
4.980715139412703,5.791921874999986,8.537932575792329,23.11511681249995,3.06617969908486,2.311718250000041
4.75113851853142,6.304785437499987,10.34732423239032,26.377133124999936,3.125649770355658,2.56672875000001
3.9655019416627355,6.848698374999994,8.322598331668457,29.670670749999942,2.7070891471493392,2.8210426875000962
4.003678499361536,7.4287579999999895,9.877673462410826,33.387058249999995,2.9619241442073974,3.0836183125001355
4.092669893162752,8.047204999999995,9.065487732210364,36.06193268749989,3.011184281969485,3.338161125000113
4.579550429586805,8.656853999999992,10.75295638001344,39.31755118749995,2.7979504167008002,3.5944405000000756
6.013759367116949,9.283241624999988,9.722399625856733,42.183311499999974,3.0766327411416037,3.856548312500081
5.416578875833158,9.867239499999982,9.645608068704838,45.431570937499984,2.9943904484148938,4.112184750000068
6.347727038815418,10.530607812499994,8.127452113711778,49.11369337499997,2.7895958085586217,4.366527500000046
6.3270083695524315,11.199988187499994,8.162918793317946,52.89547293749998,3.047744615800297,4.621110937500106
7.010761373785995,11.972821999999997,9.025476551464338,56.85533162499996,3.0743354701642085,4.875515437500127
7.487642068904425,12.696008374999986,9.634488167447214,60.71961112500001,3.0991165252454103,5.128032125000033
8.436413180693735,13.523160374999982,8.98655407597029,64.23803749999999,3.0380015783382155,5.3821919375000675
7.804609550623977,14.305800937499992,8.86857948206403,67.56704368749999,3.0668649958719607,5.640282437500048
8.5517310465127,15.160376124999994,8.876917253490166,71.13507987499995,3.031591559819173,5.8904762500000345
7.487594297787402,16.020641937499995,11.38112021010676,74.96183587499999,2.990096081852254,6.144941312500123
8.471377806691734,17.003426999999988,10.11972660845661,78.06937449999998,2.6321929538772695,6.402516812500039
7.506400598487779,18.036803937499986,9.913841283883865,81.6992860625,3.2507216686724383,6.665234187500118
7.85507884337339,19.14020924999999,9.241080932410341,85.51313012499998,3.18804305022449,6.916073687500102
8.413466475650903,20.340262375000002,10.08680011336247,89.51412587500002,2.9648674325632616,7.163040500000136
9.26057427598733,21.54888049999999,9.800991659091322,93.05347362499998,2.7854515105331394,7.419031000000047
7.690123706785452,23.095934062499992,9.37036696753863,96.74598268749997,2.8581763060798253,7.672781375000056
8.973864061199402,24.608552874999994,11.064637573039292,101.12240549999999,2.8544075004724387,7.932162875000074
7.715913969819711,26.313615374999983,11.006548225226169,104.413180875,2.9948065181476045,8.191165500000011
7.876275212206007,28.479092999999988,10.673975858983177,107.61045793750002,3.014567415115567,8.440825687500109
8.42746303846112,30.476486749999985,10.450571691024459,111.13885643749998,2.992896251062293,8.697208062500124
8.738829524907313,32.34257199999999,9.818249383585785,114.6923516875,2.7233154675969797,8.952294437500115
8.884276527952489,34.23722187499999,10.513075582539651,118.5283246875,3.0036007088563554,9.206504437500087
8.859593409677828,36.2283906875,10.553780734696577,122.44510231249997,3.031674678384293,9.462191312500067
8.2252222369381,38.4962660625,11.484685130170115,126.30324274999997,3.063860366112931,9.714242062500063
8.462451426075225,40.85089174999998,12.128512975070688,129.688907,3.0214460910933605,9.969015875000025
9.095234902540339,43.363301125,12.091965844979198,132.86637218749996,2.891093799739314,10.22683337500007
8.835800787376723,45.83654074999999,11.568720228376865,135.97748537500001,2.8567584823463053,10.478460437500047
8.787857489755499,48.48392325,9.193702739426108,139.76548362500006,3.1336922473621387,10.736166375000096
9.535795362343764,50.2096608125,9.842203932728367,143.63669624999991,3.103542858591565,10.986257625000121
