USM_check_point_values,USM_check_point_reach_time,CSM_check_point_values,CSM_check_point_reach_time,Rand_check_point_values,Rand_check_point_reach_time
3.750132923172618,0.0006609999999818011,6.302964703636665,0.0014030624999463726,2.792775252979659,1.806250008939969e-05
4.28880417551262,1.0481444999999876,6.165270890176298,3.8228765624999568,2.8404270047805658,0.48338699999999335
4.786940345721427,2.7163606249999788,6.2005683648024,8.755970687499953,2.6499245686316706,0.9547605625000415
4.526661083962051,4.293939374999997,6.568391388803951,13.42948468750005,2.7767402038548203,1.431226125000137
4.208870900820513,5.928374124999962,8.301097993857343,18.245208624999904,3.2904601187615348,1.9021502500000338
4.1676015978720224,7.598697437499988,7.434348965867358,26.115553562499926,2.7518742557515266,2.3768713124999294
3.9189063372519035,9.298315937499979,7.545995793150231,34.75273174999995,2.794487770528069,2.8573906875001285
4.299026981073675,11.035560562499995,8.01669375983324,43.25646125000003,2.8317322150224107,3.3321502500000975
4.026752154096317,12.780854687499973,7.776619688349801,49.96414318749994,2.9255433266280795,3.8130822500000363
4.856952466092762,14.55815993749999,8.435667244352876,58.022924062500024,2.6264491433148094,4.291420499999958
4.501451426466415,16.291808249999995,7.358947069116064,65.44567674999996,2.731647049707285,4.775450812499969
4.878268379216399,17.896084187499994,7.2527083698583255,73.57783112499993,2.69568684063392,5.261865
4.466626278552897,19.50178381249998,7.372674623316404,81.8083618124999,2.372678470024684,5.744169624999984
4.9196574093769945,21.164856499999978,7.857957470025222,89.61026362499993,2.799253221113527,6.243022250000138
4.550694334973829,22.82659643749999,8.01523462424505,97.39146299999997,2.8132262277824736,6.722257437499877
4.581613072410373,24.598264124999993,9.825520906300582,105.17304581249988,2.3682706996583156,7.200304812500121
5.142296658020161,26.393774312500003,9.470003283259153,110.8351921875,2.6757621647589014,7.685144250000008
4.586339739933255,28.184586749999987,9.763701209519256,116.79266524999994,2.7756241157912744,8.161591375000057
5.1451694225611195,30.015552562499984,10.517436085052745,122.24856318750004,2.6987954656972786,8.633132749999959
4.481631025196912,31.854116062499997,11.593950866549044,126.5833406249999,2.4752265396762945,9.113031624999962
5.060273745160181,33.847789499999976,10.22478510620528,130.39491612499995,2.702903826853357,9.596090562500024
3.891728380014957,36.10838037499997,9.997881704981086,136.08697218749995,2.4739091550082257,10.075484250000102
5.28266887485313,38.48119699999998,9.793516731764605,141.6437890625,2.8892503318934226,10.552894125000023
5.004453592085229,40.717344937499995,10.40915002038347,147.4840945625,3.0178284044302868,11.025440437500151
5.480551266281798,42.93758456249998,9.78676043993957,153.4798406249999,2.781218048757916,11.501397687500116
5.754149732239929,45.07854637499999,10.05987467761251,159.4116989375001,2.9431831715377665,11.973332625000126
6.374798514522886,47.19154618749998,9.658251956985033,165.86521537499993,2.390284725683802,12.449030250000078
7.137943379238427,49.30819312499998,9.52083028115986,172.01221856250004,3.1652594807151173,12.923852124999996
6.513617422792482,51.3944354375,10.025536594601176,178.7429150625,2.7630440773751883,13.398802250000017
5.9840562020053305,53.50464424999999,10.240652761647338,185.15488531250003,2.6932550242372706,13.878462312500005
5.642674875098669,55.653231374999976,9.649072025253071,191.69126231250004,3.2184327014145695,14.35867262499994
6.498660582097534,57.90867118749998,9.154131298702401,199.02906668749995,2.7618806576100448,14.835188625000171
6.1743109409152925,60.230396749999976,10.520722861655615,206.44049449999994,2.908794638324468,15.31586287500005
6.24698800153992,62.59592243749999,9.19417943644312,214.02831787499997,2.5409904905769465,15.798563437500093
6.040473128360183,65.18508906249997,9.012697236163328,221.76941218750005,3.0040130330815575,16.272273812500202
6.258776917709271,67.74236743749995,10.332700498738866,229.3848969999999,2.5800618086745613,16.73202375000011
6.746543855054508,70.27839875,9.357294924466288,236.3110227499999,2.62543219424865,17.20401512500007
7.052682755984477,72.81139037499999,10.356429412129769,243.61179549999986,2.829849747346515,17.67614593750011
6.555791245186881,75.4238611875,8.54071619992576,251.95767062499996,2.726344094405689,18.150748687500027
6.688064527084768,78.06364349999997,8.935023707410329,260.87871925,2.3579935509797973,18.62140700000009
6.550384666497867,80.7002765625,8.56997151091404,269.77190412499993,2.776073418563465,19.099203125000088
7.0278538234914105,83.40378143749999,8.26636344511194,279.78755749999993,3.0778674321968085,19.572066250000034
7.049792914127684,86.23894431250001,8.538403067315349,289.90796474999996,3.216723990480112,20.055536312500067
7.080957040313141,88.81374974999999,7.857005642156965,298.5362352499999,2.6342008456697767,20.52889706250005
